"ust_kategori","tarimsal_alt_grup","il_kod","il_adi","ilce_kod","ilce_adi","period","duzey_kodu","duzey_tip","y2021","y2022","y2023","y2024","il_ilce_adi"
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,8,Artvin,1147,Arhavi,yillik,1147,4,4,4,4,4,Artvin Arhavi
Tarýmsal Üretim,Diðer,8,Artvin,1152,Merkez,yillik,1152,4,125,124,123,128,Artvin Merkez
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",8,Artvin,1152,Merkez,yillik,1152,4,110,110,110,110,Artvin Merkez
Tarýmsal Üretim,Örtüaltý sebzeler,8,Artvin,1152,Merkez,yillik,1152,4,4,4,0,4,Artvin Merkez
Tarýmsal Üretim,Sebzeler,8,Artvin,1152,Merkez,yillik,1152,4,46,46,46,46,Artvin Merkez
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,8,Artvin,1152,Merkez,yillik,1152,4,20,27,27,31,Artvin Merkez
Tarýmsal Üretim,Diðer,8,Artvin,1202,Borçka,yillik,1202,4,98,90,92,89,Artvin Borçka
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",8,Artvin,1202,Borçka,yillik,1202,4,80,80,80,80,Artvin Borçka
Tarýmsal Üretim,Örtüaltý sebzeler,8,Artvin,1202,Borçka,yillik,1202,4,4,4,0,0,Artvin Borçka
Tarýmsal Üretim,Sebzeler,8,Artvin,1202,Borçka,yillik,1202,4,26,26,18,18,Artvin Borçka
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,8,Artvin,1202,Borçka,yillik,1202,4,8,8,8,8,Artvin Borçka
Tarýmsal Üretim,Diðer,8,Artvin,1395,Hopa,yillik,1395,4,96,89,90,90,Artvin Hopa
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",8,Artvin,1395,Hopa,yillik,1395,4,85,85,85,85,Artvin Hopa
Tarýmsal Üretim,Sebzeler,8,Artvin,1395,Hopa,yillik,1395,4,18,18,18,18,Artvin Hopa
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,8,Artvin,1395,Hopa,yillik,1395,4,8,8,8,8,Artvin Hopa
Tarýmsal Üretim,Diðer,8,Artvin,1653,Å?avþat,yillik,1653,4,116,107,109,109,Artvin Å?avþat
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",8,Artvin,1653,Å?avþat,yillik,1653,4,65,65,65,65,Artvin Å?avþat
Tarýmsal Üretim,Örtüaltý sebzeler,8,Artvin,1653,Å?avþat,yillik,1653,4,6,6,6,6,Artvin Å?avþat
Tarýmsal Üretim,Sebzeler,8,Artvin,1653,Å?avþat,yillik,1653,4,18,18,18,18,Artvin Å?avþat
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,8,Artvin,1653,Å?avþat,yillik,1653,4,16,20,20,20,Artvin Å?avþat
Tarýmsal Üretim,Diðer,8,Artvin,1736,Yusufeli,yillik,1736,4,146,140,139,138,Artvin Yusufeli
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",8,Artvin,1736,Yusufeli,yillik,1736,4,105,110,110,110,Artvin Yusufeli
Tarýmsal Üretim,Örtüaltý sebzeler,8,Artvin,1736,Yusufeli,yillik,1736,4,4,4,4,4,Artvin Yusufeli
Tarýmsal Üretim,Sebzeler,8,Artvin,1736,Yusufeli,yillik,1736,4,40,40,40,40,Artvin Yusufeli
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,8,Artvin,1736,Yusufeli,yillik,1736,4,39,39,39,39,Artvin Yusufeli
Tarýmsal Üretim,Diðer,8,Artvin,1828,Murgul,yillik,1828,4,114,107,110,117,Artvin Murgul
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",8,Artvin,1828,Murgul,yillik,1828,4,25,60,55,55,Artvin Murgul
Tarýmsal Üretim,Örtüaltý sebzeler,8,Artvin,1828,Murgul,yillik,1828,4,4,4,0,0,Artvin Murgul
Tarýmsal Üretim,Sebzeler,8,Artvin,1828,Murgul,yillik,1828,4,22,22,22,22,Artvin Murgul
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,8,Artvin,1828,Murgul,yillik,1828,4,24,24,24,24,Artvin Murgul
Tarýmsal Üretim,Diðer,8,Artvin,2105,Kemalpaþa,yillik,2105,4,89,81,81,82,Artvin Kemalpaþa
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",8,Artvin,2105,Kemalpaþa,yillik,2105,4,70,50,50,50,Artvin Kemalpaþa
Tarýmsal Üretim,Sebzeler,8,Artvin,2105,Kemalpaþa,yillik,2105,4,16,16,16,16,Artvin Kemalpaþa
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,8,Artvin,2105,Kemalpaþa,yillik,2105,4,4,4,4,4,Artvin Kemalpaþa
Tarýmsal Üretim,Diðer,9,Aydýn,1206,Bozdoðan,yillik,1206,4,215,236,238,238,Aydýn Bozdoðan
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",9,Aydýn,1206,Bozdoðan,yillik,1206,4,160,160,160,165,Aydýn Bozdoðan
Tarýmsal Üretim,Örtüaltý meyveler,9,Aydýn,1206,Bozdoðan,yillik,1206,4,4,4,4,2,Aydýn Bozdoðan
Tarýmsal Üretim,Örtüaltý sebzeler,9,Aydýn,1206,Bozdoðan,yillik,1206,4,12,12,12,10,Aydýn Bozdoðan
Tarýmsal Üretim,Sebzeler,9,Aydýn,1206,Bozdoðan,yillik,1206,4,60,60,60,60,Aydýn Bozdoðan
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,9,Aydýn,1206,Bozdoðan,yillik,1206,4,99,110,110,110,Aydýn Bozdoðan
Tarýmsal Üretim,Diðer,9,Aydýn,1256,Çine,yillik,1256,4,248,247,248,248,Aydýn Çine
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",9,Aydýn,1256,Çine,yillik,1256,4,140,140,140,140,Aydýn Çine
Tarýmsal Üretim,Örtüaltý meyveler,9,Aydýn,1256,Çine,yillik,1256,4,4,4,4,4,Aydýn Çine
Tarýmsal Üretim,Örtüaltý sebzeler,9,Aydýn,1256,Çine,yillik,1256,4,14,14,14,14,Aydýn Çine
Tarýmsal Üretim,Sebzeler,9,Aydýn,1256,Çine,yillik,1256,4,76,76,76,76,Aydýn Çine
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,9,Aydýn,1256,Çine,yillik,1256,4,94,90,94,90,Aydýn Çine
Tarýmsal Üretim,Diðer,9,Aydýn,1348,Germencik,yillik,1348,4,198,199,194,193,Aydýn Germencik
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",9,Aydýn,1348,Germencik,yillik,1348,4,115,115,115,115,Aydýn Germencik
Tarýmsal Üretim,Örtüaltý sebzeler,9,Aydýn,1348,Germencik,yillik,1348,4,10,10,10,10,Aydýn Germencik
Tarýmsal Üretim,Örtüaltý süs bitkileri,9,Aydýn,1348,Germencik,yillik,1348,4,2,2,2,2,Aydýn Germencik
Tarýmsal Üretim,Sebzeler,9,Aydýn,1348,Germencik,yillik,1348,4,50,48,50,48,Aydýn Germencik
Tarýmsal Üretim,Süs bitkileri,9,Aydýn,1348,Germencik,yillik,1348,4,2,2,2,2,Aydýn Germencik
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,9,Aydýn,1348,Germencik,yillik,1348,4,78,78,74,74,Aydýn Germencik
Tarýmsal Üretim,Diðer,9,Aydýn,1435,Karacasu,yillik,1435,4,194,191,184,182,Aydýn Karacasu
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",9,Aydýn,1435,Karacasu,yillik,1435,4,110,115,115,115,Aydýn Karacasu
Tarýmsal Üretim,Sebzeler,9,Aydýn,1435,Karacasu,yillik,1435,4,56,56,56,54,Aydýn Karacasu
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,9,Aydýn,1435,Karacasu,yillik,1435,4,74,78,74,74,Aydýn Karacasu
Tarýmsal Üretim,Diðer,9,Aydýn,1479,Koçarlý,yillik,1479,4,214,211,212,212,Aydýn Koçarlý
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",9,Aydýn,1479,Koçarlý,yillik,1479,4,120,120,120,115,Aydýn Koçarlý
Tarýmsal Üretim,Örtüaltý meyveler,9,Aydýn,1479,Koçarlý,yillik,1479,4,2,4,2,0,Aydýn Koçarlý
Tarýmsal Üretim,Örtüaltý sebzeler,9,Aydýn,1479,Koçarlý,yillik,1479,4,2,2,2,0,Aydýn Koçarlý
Tarýmsal Üretim,Sebzeler,9,Aydýn,1479,Koçarlý,yillik,1479,4,42,42,42,42,Aydýn Koçarlý
Tarýmsal Üretim,Süs bitkileri,9,Aydýn,1479,Koçarlý,yillik,1479,4,2,2,2,2,Aydýn Koçarlý
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,9,Aydýn,1479,Koçarlý,yillik,1479,4,78,78,82,82,Aydýn Koçarlý
Tarýmsal Üretim,Diðer,9,Aydýn,1497,Kuþadasý,yillik,1497,4,155,143,147,144,Aydýn Kuþadasý
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",9,Aydýn,1497,Kuþadasý,yillik,1497,4,105,100,100,100,Aydýn Kuþadasý
Tarýmsal Üretim,Örtüaltý meyveler,9,Aydýn,1497,Kuþadasý,yillik,1497,4,2,2,2,2,Aydýn Kuþadasý
Tarýmsal Üretim,Örtüaltý sebzeler,9,Aydýn,1497,Kuþadasý,yillik,1497,4,14,16,28,18,Aydýn Kuþadasý
Tarýmsal Üretim,Örtüaltý süs bitkileri,9,Aydýn,1497,Kuþadasý,yillik,1497,4,4,4,4,4,Aydýn Kuþadasý
Tarýmsal Üretim,Sebzeler,9,Aydýn,1497,Kuþadasý,yillik,1497,4,26,26,30,28,Aydýn Kuþadasý
Tarýmsal Üretim,Süs bitkileri,9,Aydýn,1497,Kuþadasý,yillik,1497,4,4,4,4,4,Aydýn Kuþadasý
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,9,Aydýn,1497,Kuþadasý,yillik,1497,4,35,31,35,35,Aydýn Kuþadasý
Tarýmsal Üretim,Diðer,9,Aydýn,1498,Kuyucak,yillik,1498,4,205,203,188,188,Aydýn Kuyucak
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",9,Aydýn,1498,Kuyucak,yillik,1498,4,165,165,165,165,Aydýn Kuyucak
Tarýmsal Üretim,Örtüaltý sebzeler,9,Aydýn,1498,Kuyucak,yillik,1498,4,16,12,14,14,Aydýn Kuyucak
Tarýmsal Üretim,Sebzeler,9,Aydýn,1498,Kuyucak,yillik,1498,4,42,42,40,40,Aydýn Kuyucak
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,9,Aydýn,1498,Kuyucak,yillik,1498,4,93,97,85,77,Aydýn Kuyucak
Tarýmsal Üretim,Diðer,9,Aydýn,1542,Nazilli,yillik,1542,4,227,224,225,223,Aydýn Nazilli
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",9,Aydýn,1542,Nazilli,yillik,1542,4,135,135,135,135,Aydýn Nazilli
Tarýmsal Üretim,Örtüaltý sebzeler,9,Aydýn,1542,Nazilli,yillik,1542,4,16,16,16,16,Aydýn Nazilli
Tarýmsal Üretim,Sebzeler,9,Aydýn,1542,Nazilli,yillik,1542,4,66,66,66,66,Aydýn Nazilli
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,9,Aydýn,1542,Nazilli,yillik,1542,4,82,86,86,86,Aydýn Nazilli
Tarýmsal Üretim,Diðer,9,Aydýn,1637,Söke,yillik,1637,4,239,235,229,231,Aydýn Söke
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",9,Aydýn,1637,Söke,yillik,1637,4,140,140,140,140,Aydýn Söke
Tarýmsal Üretim,Örtüaltý sebzeler,9,Aydýn,1637,Söke,yillik,1637,4,16,16,16,16,Aydýn Söke
Tarýmsal Üretim,Sebzeler,9,Aydýn,1637,Söke,yillik,1637,4,64,64,64,64,Aydýn Söke
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,9,Aydýn,1637,Söke,yillik,1637,4,90,86,78,82,Aydýn Söke
Tarýmsal Üretim,Diðer,9,Aydýn,1640,Sultanhisar,yillik,1640,4,207,200,202,202,Aydýn Sultanhisar
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",9,Aydýn,1640,Sultanhisar,yillik,1640,4,135,135,140,140,Aydýn Sultanhisar
Tarýmsal Üretim,Örtüaltý meyveler,9,Aydýn,1640,Sultanhisar,yillik,1640,4,4,4,4,4,Aydýn Sultanhisar
Tarýmsal Üretim,Örtüaltý sebzeler,9,Aydýn,1640,Sultanhisar,yillik,1640,4,6,8,8,8,Aydýn Sultanhisar
Tarýmsal Üretim,Sebzeler,9,Aydýn,1640,Sultanhisar,yillik,1640,4,20,22,22,22,Aydýn Sultanhisar
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,9,Aydýn,1640,Sultanhisar,yillik,1640,4,58,62,66,66,Aydýn Sultanhisar
Tarýmsal Üretim,Diðer,9,Aydýn,1724,Yenipazar,yillik,1724,4,208,204,201,200,Aydýn Yenipazar
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",9,Aydýn,1724,Yenipazar,yillik,1724,4,120,120,120,120,Aydýn Yenipazar
Tarýmsal Üretim,Örtüaltý meyveler,9,Aydýn,1724,Yenipazar,yillik,1724,4,2,2,2,2,Aydýn Yenipazar
Tarýmsal Üretim,Örtüaltý sebzeler,9,Aydýn,1724,Yenipazar,yillik,1724,4,2,2,0,0,Aydýn Yenipazar
Tarýmsal Üretim,Sebzeler,9,Aydýn,1724,Yenipazar,yillik,1724,4,34,34,32,34,Aydýn Yenipazar
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,9,Aydýn,1724,Yenipazar,yillik,1724,4,82,82,70,70,Aydýn Yenipazar
Tarýmsal Üretim,Diðer,9,Aydýn,1781,Buharkent,yillik,1781,4,197,194,195,196,Aydýn Buharkent
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",9,Aydýn,1781,Buharkent,yillik,1781,4,135,135,135,130,Aydýn Buharkent
Tarýmsal Üretim,Örtüaltý sebzeler,9,Aydýn,1781,Buharkent,yillik,1781,4,8,8,2,2,Aydýn Buharkent
Tarýmsal Üretim,Sebzeler,9,Aydýn,1781,Buharkent,yillik,1781,4,38,38,38,38,Aydýn Buharkent
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,9,Aydýn,1781,Buharkent,yillik,1781,4,49,49,53,49,Aydýn Buharkent
Tarýmsal Üretim,Diðer,9,Aydýn,1807,Ýncirliova,yillik,1807,4,211,203,205,205,Aydýn Ýncirliova
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",9,Aydýn,1807,Ýncirliova,yillik,1807,4,100,100,100,100,Aydýn Ýncirliova
Tarýmsal Üretim,Örtüaltý meyveler,9,Aydýn,1807,Ýncirliova,yillik,1807,4,2,2,2,2,Aydýn Ýncirliova
Tarýmsal Üretim,Örtüaltý sebzeler,9,Aydýn,1807,Ýncirliova,yillik,1807,4,18,18,18,18,Aydýn Ýncirliova
Tarýmsal Üretim,Örtüaltý süs bitkileri,9,Aydýn,1807,Ýncirliova,yillik,1807,4,4,4,4,4,Aydýn Ýncirliova
Tarýmsal Üretim,Sebzeler,9,Aydýn,1807,Ýncirliova,yillik,1807,4,68,68,68,68,Aydýn Ýncirliova
Tarýmsal Üretim,Süs bitkileri,9,Aydýn,1807,Ýncirliova,yillik,1807,4,4,4,4,4,Aydýn Ýncirliova
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,9,Aydýn,1807,Ýncirliova,yillik,1807,4,74,74,74,78,Aydýn Ýncirliova
Tarýmsal Üretim,Diðer,9,Aydýn,1957,Karpuzlu,yillik,1957,4,172,194,170,178,Aydýn Karpuzlu
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",9,Aydýn,1957,Karpuzlu,yillik,1957,4,135,135,135,135,Aydýn Karpuzlu
Tarýmsal Üretim,Örtüaltý meyveler,9,Aydýn,1957,Karpuzlu,yillik,1957,4,2,2,2,2,Aydýn Karpuzlu
Tarýmsal Üretim,Örtüaltý sebzeler,9,Aydýn,1957,Karpuzlu,yillik,1957,4,2,4,4,2,Aydýn Karpuzlu
Tarýmsal Üretim,Sebzeler,9,Aydýn,1957,Karpuzlu,yillik,1957,4,46,48,48,48,Aydýn Karpuzlu
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,9,Aydýn,1957,Karpuzlu,yillik,1957,4,59,74,63,70,Aydýn Karpuzlu
Tarýmsal Üretim,Diðer,9,Aydýn,1968,Köþk,yillik,1968,4,198,199,195,195,Aydýn Köþk
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",9,Aydýn,1968,Köþk,yillik,1968,4,95,95,95,95,Aydýn Köþk
Tarýmsal Üretim,Örtüaltý meyveler,9,Aydýn,1968,Köþk,yillik,1968,4,2,2,2,2,Aydýn Köþk
Tarýmsal Üretim,Örtüaltý sebzeler,9,Aydýn,1968,Köþk,yillik,1968,4,2,2,2,2,Aydýn Köþk
Tarýmsal Üretim,Sebzeler,9,Aydýn,1968,Köþk,yillik,1968,4,48,46,46,46,Aydýn Köþk
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,9,Aydýn,1968,Köþk,yillik,1968,4,58,62,58,58,Aydýn Köþk
Tarýmsal Üretim,Diðer,9,Aydýn,2000,Didim,yillik,2000,4,201,197,200,209,Aydýn Didim
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",9,Aydýn,2000,Didim,yillik,2000,4,125,125,135,135,Aydýn Didim
Tarýmsal Üretim,Örtüaltý meyveler,9,Aydýn,2000,Didim,yillik,2000,4,2,2,2,2,Aydýn Didim
Tarýmsal Üretim,Örtüaltý sebzeler,9,Aydýn,2000,Didim,yillik,2000,4,2,2,2,2,Aydýn Didim
Tarýmsal Üretim,Örtüaltý süs bitkileri,9,Aydýn,2000,Didim,yillik,2000,4,2,2,2,2,Aydýn Didim
Tarýmsal Üretim,Sebzeler,9,Aydýn,2000,Didim,yillik,2000,4,54,54,54,54,Aydýn Didim
Tarýmsal Üretim,Süs bitkileri,9,Aydýn,2000,Didim,yillik,2000,4,2,2,2,2,Aydýn Didim
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,9,Aydýn,2000,Didim,yillik,2000,4,62,58,66,62,Aydýn Didim
Tarýmsal Üretim,Diðer,9,Aydýn,2076,Efeler,yillik,2076,4,227,224,224,223,Aydýn Efeler
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",9,Aydýn,2076,Efeler,yillik,2076,4,180,180,180,180,Aydýn Efeler
Tarýmsal Üretim,Örtüaltý meyveler,9,Aydýn,2076,Efeler,yillik,2076,4,2,2,2,2,Aydýn Efeler
Tarýmsal Üretim,Örtüaltý sebzeler,9,Aydýn,2076,Efeler,yillik,2076,4,28,26,14,14,Aydýn Efeler
Tarýmsal Üretim,Örtüaltý süs bitkileri,9,Aydýn,2076,Efeler,yillik,2076,4,2,2,2,2,Aydýn Efeler
Tarýmsal Üretim,Sebzeler,9,Aydýn,2076,Efeler,yillik,2076,4,75,75,75,75,Aydýn Efeler
Tarýmsal Üretim,Süs bitkileri,9,Aydýn,2076,Efeler,yillik,2076,4,2,2,2,2,Aydýn Efeler
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,9,Aydýn,2076,Efeler,yillik,2076,4,94,94,94,94,Aydýn Efeler
Tarýmsal Üretim,Diðer,10,Balýkesir,1161,Ayvalýk,yillik,1161,4,196,189,189,191,Balýkesir Ayvalýk
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",10,Balýkesir,1161,Ayvalýk,yillik,1161,4,100,105,105,100,Balýkesir Ayvalýk
Tarýmsal Üretim,Örtüaltý meyveler,10,Balýkesir,1161,Ayvalýk,yillik,1161,4,0,2,2,2,Balýkesir Ayvalýk
Tarýmsal Üretim,Sebzeler,10,Balýkesir,1161,Ayvalýk,yillik,1161,4,68,62,62,56,Balýkesir Ayvalýk
Tarýmsal Üretim,Süs bitkileri,10,Balýkesir,1161,Ayvalýk,yillik,1161,4,0,0,0,0,Balýkesir Ayvalýk
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,10,Balýkesir,1161,Ayvalýk,yillik,1161,4,78,78,78,78,Balýkesir Ayvalýk
Tarýmsal Üretim,Diðer,10,Balýkesir,1169,Balya,yillik,1169,4,172,164,169,178,Balýkesir Balya
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",10,Balýkesir,1169,Balya,yillik,1169,4,110,110,110,90,Balýkesir Balya
Tarýmsal Üretim,Örtüaltý meyveler,10,Balýkesir,1169,Balya,yillik,1169,4,0,0,2,2,Balýkesir Balya
Tarýmsal Üretim,Örtüaltý sebzeler,10,Balýkesir,1169,Balya,yillik,1169,4,4,4,0,0,Balýkesir Balya
Tarýmsal Üretim,Sebzeler,10,Balýkesir,1169,Balya,yillik,1169,4,38,20,14,12,Balýkesir Balya
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,10,Balýkesir,1169,Balya,yillik,1169,4,83,79,83,87,Balýkesir Balya
Tarýmsal Üretim,Diðer,10,Balýkesir,1171,Bandýrma,yillik,1171,4,233,228,230,231,Balýkesir Bandýrma
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",10,Balýkesir,1171,Bandýrma,yillik,1171,4,125,125,115,120,Balýkesir Bandýrma
Tarýmsal Üretim,Örtüaltý sebzeler,10,Balýkesir,1171,Bandýrma,yillik,1171,4,2,4,6,6,Balýkesir Bandýrma
Tarýmsal Üretim,Sebzeler,10,Balýkesir,1171,Bandýrma,yillik,1171,4,64,70,70,70,Balýkesir Bandýrma
Tarýmsal Üretim,Süs bitkileri,10,Balýkesir,1171,Bandýrma,yillik,1171,4,0,0,0,0,Balýkesir Bandýrma
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,10,Balýkesir,1171,Bandýrma,yillik,1171,4,95,95,87,87,Balýkesir Bandýrma
Tarýmsal Üretim,Diðer,10,Balýkesir,1191,Bigadiç,yillik,1191,4,203,198,197,197,Balýkesir Bigadiç
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",10,Balýkesir,1191,Bigadiç,yillik,1191,4,115,115,115,115,Balýkesir Bigadiç
Tarýmsal Üretim,Örtüaltý sebzeler,10,Balýkesir,1191,Bigadiç,yillik,1191,4,6,6,6,6,Balýkesir Bigadiç
Tarýmsal Üretim,Sebzeler,10,Balýkesir,1191,Bigadiç,yillik,1191,4,58,58,58,58,Balýkesir Bigadiç
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,10,Balýkesir,1191,Bigadiç,yillik,1191,4,118,118,122,126,Balýkesir Bigadiç
Tarýmsal Üretim,Diðer,10,Balýkesir,1216,Burhaniye,yillik,1216,4,172,155,157,168,Balýkesir Burhaniye
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",10,Balýkesir,1216,Burhaniye,yillik,1216,4,105,105,100,105,Balýkesir Burhaniye
Tarýmsal Üretim,Örtüaltý meyveler,10,Balýkesir,1216,Burhaniye,yillik,1216,4,2,2,0,2,Balýkesir Burhaniye
Tarýmsal Üretim,Örtüaltý sebzeler,10,Balýkesir,1216,Burhaniye,yillik,1216,4,10,10,10,10,Balýkesir Burhaniye
Tarýmsal Üretim,Örtüaltý süs bitkileri,10,Balýkesir,1216,Burhaniye,yillik,1216,4,2,2,2,2,Balýkesir Burhaniye
Tarýmsal Üretim,Sebzeler,10,Balýkesir,1216,Burhaniye,yillik,1216,4,62,62,62,62,Balýkesir Burhaniye
Tarýmsal Üretim,Süs bitkileri,10,Balýkesir,1216,Burhaniye,yillik,1216,4,2,2,2,2,Balýkesir Burhaniye
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,10,Balýkesir,1216,Burhaniye,yillik,1216,4,35,31,31,35,Balýkesir Burhaniye
Tarýmsal Üretim,Diðer,10,Balýkesir,1291,Dursunbey,yillik,1291,4,199,188,193,189,Balýkesir Dursunbey
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",10,Balýkesir,1291,Dursunbey,yillik,1291,4,124,124,124,124,Balýkesir Dursunbey
Tarýmsal Üretim,Örtüaltý sebzeler,10,Balýkesir,1291,Dursunbey,yillik,1291,4,0,0,2,2,Balýkesir Dursunbey
Tarýmsal Üretim,Sebzeler,10,Balýkesir,1291,Dursunbey,yillik,1291,4,50,50,50,50,Balýkesir Dursunbey
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,10,Balýkesir,1291,Dursunbey,yillik,1291,4,111,123,127,123,Balýkesir Dursunbey
Tarýmsal Üretim,Diðer,10,Balýkesir,1294,Edremit,yillik,1294,4,154,159,160,157,Balýkesir Edremit
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",10,Balýkesir,1294,Edremit,yillik,1294,4,60,60,65,65,Balýkesir Edremit
Tarýmsal Üretim,Sebzeler,10,Balýkesir,1294,Edremit,yillik,1294,4,26,26,26,26,Balýkesir Edremit
Tarýmsal Üretim,Süs bitkileri,10,Balýkesir,1294,Edremit,yillik,1294,4,2,2,2,2,Balýkesir Edremit
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,10,Balýkesir,1294,Edremit,yillik,1294,4,16,31,27,27,Balýkesir Edremit
Tarýmsal Üretim,Diðer,10,Balýkesir,1310,Erdek,yillik,1310,4,157,146,158,153,Balýkesir Erdek
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",10,Balýkesir,1310,Erdek,yillik,1310,4,80,80,80,80,Balýkesir Erdek
Tarýmsal Üretim,Örtüaltý sebzeler,10,Balýkesir,1310,Erdek,yillik,1310,4,8,8,8,8,Balýkesir Erdek
Tarýmsal Üretim,Örtüaltý süs bitkileri,10,Balýkesir,1310,Erdek,yillik,1310,4,2,2,2,2,Balýkesir Erdek
Tarýmsal Üretim,Sebzeler,10,Balýkesir,1310,Erdek,yillik,1310,4,68,68,60,60,Balýkesir Erdek
Tarýmsal Üretim,Süs bitkileri,10,Balýkesir,1310,Erdek,yillik,1310,4,4,4,4,4,Balýkesir Erdek
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,10,Balýkesir,1310,Erdek,yillik,1310,4,47,51,51,47,Balýkesir Erdek
Tarýmsal Üretim,Diðer,10,Balýkesir,1360,Gönen,yillik,1360,4,234,230,228,230,Balýkesir Gönen
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",10,Balýkesir,1360,Gönen,yillik,1360,4,135,140,140,140,Balýkesir Gönen
Tarýmsal Üretim,Örtüaltý meyveler,10,Balýkesir,1360,Gönen,yillik,1360,4,0,2,2,2,Balýkesir Gönen
Tarýmsal Üretim,Örtüaltý sebzeler,10,Balýkesir,1360,Gönen,yillik,1360,4,8,14,14,14,Balýkesir Gönen
Tarýmsal Üretim,Örtüaltý süs bitkileri,10,Balýkesir,1360,Gönen,yillik,1360,4,2,2,2,2,Balýkesir Gönen
Tarýmsal Üretim,Sebzeler,10,Balýkesir,1360,Gönen,yillik,1360,4,74,74,74,74,Balýkesir Gönen
Tarýmsal Üretim,Süs bitkileri,10,Balýkesir,1360,Gönen,yillik,1360,4,2,2,2,2,Balýkesir Gönen
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,10,Balýkesir,1360,Gönen,yillik,1360,4,111,111,111,111,Balýkesir Gönen
